"Bill Type",Carrier,"AWB Number","Shipment Status","Seller Company Name","Shipment ID","Order ID","Payment Type",Pincode,City,Zone,"Origin City","Origin State","Destination City","Destination State","Pickup Pincode","Charged Weight","Freight Charges","COD Charges",IGST,SGST,CGST,"Grand Total","Order Type"
Forward,"Air Xpressbees 0.5 K.G",14345150379414,Rto,"CLOUD WELLNESS PRIVATE LIMITED",19335010,#DERMA1501428,COD,421605,TITWALA,z3,Ahmedabad,GUJARAT,TITWALA,MAHARASHTRA,380023,0.5,0,0,0,0,0,0,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150517787,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20078198,#DERMA1652614,COD,400043,MUMBAI,z3,Ahmedabad,GUJARAT,MUMBAI,MAHARASHTRA,380023,0.5,14.41,-13.56,0,0.08,0.08,1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150518170,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20079556,#DERMA1653439,COD,411030,PUNE,z3,Ahmedabad,GUJARAT,PUNE,MAHARASHTRA,380023,0.5,14.41,-13.56,0,0.08,0.08,1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150534620,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20194586,#DERMA1666320,COD,193302,Kupwara,z5,Ahmedabad,GUJARAT,Kupwara,"JAMMU AND KASHMIR",380023,0.5,26.27,-13.56,0,1.14,1.14,14.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150535685,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20196379,#DERMA1668034,COD,132116,Karnal,z6,Ahmedabad,GUJARAT,Karnal,HARYANA,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150537714,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20210673,#DERMA1671506,PREPAID,123401,Rewari,z6,Ahmedabad,GUJARAT,Rewari,HARYANA,380023,0.5,22.03,0,0,1.98,1.98,25.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150543057,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20231152,#DERMA1678346,COD,700150,KOLKATA,z6,Ahmedabad,GUJARAT,KOLKATA,"WEST BENGAL",380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150543202,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20231339,#DERMA1670769,COD,769015,ROURKELA,z6,Ahmedabad,GUJARAT,ROURKELA,Odisha,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150543731,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20232014,#DERMA1679634,COD,221010,VARANASI,z6,Ahmedabad,GUJARAT,VARANASI,"UTTAR PRADESH",380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150548692,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20254823,#DERMA1681680,COD,700152,Kolkata,z6,Ahmedabad,GUJARAT,Kolkata,"WEST BENGAL",380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150559748,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20358356,#DERMA1702720,COD,586209,Bagalkot,z6,Ahmedabad,GUJARAT,Bagalkot,KARNATAKA,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150563272,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20376100,#DERMA1704493,COD,132001,Karnal,z6,Ahmedabad,GUJARAT,Karnal,HARYANA,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150563313,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20376164,#DERMA1704690,COD,500045,HYDERABAD,z6,Ahmedabad,GUJARAT,HYDERABAD,TELANGANA,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150564158,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20386259,#DERMA1707708,COD,144626,"SULTANPUR LODHI",z6,Ahmedabad,GUJARAT,"SULTANPUR LODHI",PUNJAB,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150580179,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20565280,#DERMA1731110,PREPAID,140301,KHARAR,z6,Ahmedabad,GUJARAT,KHARAR,PUNJAB,380023,0.5,22.03,0,0,1.98,1.98,25.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150583129,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20584449,#DERMA1732554,COD,177105,UNA,z6,Ahmedabad,GUJARAT,UNA,"HIMACHAL PRADESH",380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150589486,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20625100,#DERMA1736030,PREPAID,721305,KHARAGPUR,z6,Ahmedabad,GUJARAT,KHARAGPUR,"WEST BENGAL",380023,0.5,22.03,0,0,1.98,1.98,25.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150591096,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20637131,#DERMA1737749,COD,742123,MURSHIDABAD,z6,Ahmedabad,GUJARAT,MURSHIDABAD,"WEST BENGAL",380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150594356,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20656161,#DERMA1739761,PREPAID,140603,CHANDIGARH,z6,Ahmedabad,GUJARAT,CHANDIGARH,CHANDIGARH,380023,0.5,22.03,0,0,1.98,1.98,25.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150598259,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20694751,#DERMA1741962,COD,144005,Jalandhar,z6,Ahmedabad,GUJARAT,Jalandhar,PUNJAB,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150607947,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20773104,#DERMA1743327,COD,331001,Churu,z6,Ahmedabad,GUJARAT,Churu,RAJASTHAN,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150609467,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20781395,#DERMA1748784,COD,201009,"DELHI NCR",z6,Ahmedabad,GUJARAT,"DELHI NCR",DELHI,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150609664,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20782421,#DERMA1745202,COD,464001,VIDISHA,z6,Ahmedabad,GUJARAT,VIDISHA,"MADHYA PRADESH",380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150611528,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20792301,#DERMA1747175,COD,411035,PUNE,z3,Ahmedabad,GUJARAT,PUNE,MAHARASHTRA,380023,0.5,14.41,-13.56,0,0.08,0.08,1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150619537,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20837397,#DERMA1753443,COD,140301,KHARAR,z6,Ahmedabad,GUJARAT,KHARAR,PUNJAB,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150621283,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20847394,#DERMA1755830,COD,800027,PATNA,z6,Ahmedabad,GUJARAT,PATNA,BIHAR,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150623469,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20863383,#DERMA1757760,COD,452010,INDORE,z6,Ahmedabad,GUJARAT,INDORE,"MADHYA PRADESH",380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150624606,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20867722,#DERMA1758748,PREPAID,284001,JHANSI,z6,Ahmedabad,GUJARAT,JHANSI,"UTTAR PRADESH",380023,0.5,22.03,0,0,1.98,1.98,25.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150625714,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20874178,#DERMA1758997,COD,110062,"NEW DELHI",z6,Ahmedabad,GUJARAT,"NEW DELHI",DELHI,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150626930,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20884267,#DERMA1759665,COD,244401,KANTH,z6,Ahmedabad,GUJARAT,KANTH,"UTTAR PRADESH",380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150627173,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20884873,#DERMA1764841,COD,400009,MUMBAI,z3,Ahmedabad,GUJARAT,MUMBAI,MAHARASHTRA,380023,0.5,14.41,-13.56,0,0.08,0.08,1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150627582,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20885371,#DERMA1764277,COD,201300,"DELHI NCR",z6,Ahmedabad,GUJARAT,"DELHI NCR",DELHI,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150627655,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20885598,#DERMA1763710,COD,423203,NASHIK,z3,Ahmedabad,GUJARAT,NASHIK,MAHARASHTRA,380023,0.5,14.41,-13.56,0,0.08,0.08,1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150629891,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20900159,#DERMA1763626,COD,524003,Nellore,z6,Ahmedabad,GUJARAT,Nellore,"ANDHRA PRADESH",380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150633691,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20915297,#DERMA1765296,COD,313001,Udaipur,z6,Ahmedabad,GUJARAT,Udaipur,RAJASTHAN,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150633942,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20915699,#DERMA1766332,COD,313024,Udaipur,z6,Ahmedabad,GUJARAT,Udaipur,RAJASTHAN,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150634078,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20915927,#DERMA1766035,COD,768018,Sambalpur,z6,Ahmedabad,GUJARAT,Sambalpur,Odisha,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150634100,Rto,"CLOUD WELLNESS PRIVATE LIMITED",20915956,#DERMA1762695,COD,332402,Khandela,z6,Ahmedabad,GUJARAT,Khandela,RAJASTHAN,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150648095,Rto,"CLOUD WELLNESS PRIVATE LIMITED",21023748,#DERMA1787088,COD,193101,BARAMULLA,z5,Ahmedabad,GUJARAT,BARAMULLA,"JAMMU AND KASHMIR",380023,0.5,26.27,-13.56,0,1.14,1.14,14.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150654619,Rto,"CLOUD WELLNESS PRIVATE LIMITED",21072885,#DERMA1792706,COD,123024,LOHARU,z6,Ahmedabad,GUJARAT,LOHARU,HARYANA,380023,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150707689,Rto,"CLOUD WELLNESS PRIVATE LIMITED",21526417,#DERMA1924017,PREPAID,782411,Mayong,z5,AHMEDABAD,GUJARAT,Mayong,ASSAM,380018,0.5,26.27,0,0,2.36,2.36,30.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150710139,Rto,"CLOUD WELLNESS PRIVATE LIMITED",21544639,#DERMA1940703,COD,301405,"KISHANGARH BAS",z6,AHMEDABAD,GUJARAT,"KISHANGARH BAS",RAJASTHAN,380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150710252,Rto,"CLOUD WELLNESS PRIVATE LIMITED",21544971,#DERMA1952251,COD,143001,AMRITSAR,z6,AHMEDABAD,GUJARAT,AMRITSAR,PUNJAB,380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150722556,Lost,"CLOUD WELLNESS PRIVATE LIMITED",21586003,#DERMA1970955,PREPAID,142047,ZIRA,z6,AHMEDABAD,GUJARAT,ZIRA,PUNJAB,380018,0.5,-22.03,0,0,-1.98,-1.98,-25.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150725710,Rto,"CLOUD WELLNESS PRIVATE LIMITED",21591383,#DERMA1984300,COD,454775,INDORE,z6,AHMEDABAD,GUJARAT,INDORE,"MADHYA PRADESH",380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150780715,Rto,"CLOUD WELLNESS PRIVATE LIMITED",21986246,#DERMA2166519,COD,500050,HYDERABAD,z6,AHMEDABAD,GUJARAT,HYDERABAD,TELANGANA,380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150793652,Rto,"CLOUD WELLNESS PRIVATE LIMITED",22061089,#DERMA2174760,COD,141002,LUDHIANA,z6,AHMEDABAD,GUJARAT,LUDHIANA,PUNJAB,380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150799946,Rto,"CLOUD WELLNESS PRIVATE LIMITED",22092768,#DERMA2200063,COD,143401,"Tarn Taran Sahib",z6,AHMEDABAD,GUJARAT,"Tarn Taran Sahib",PUNJAB,380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150814457,Delivered,"CLOUD WELLNESS PRIVATE LIMITED",22190489,#DERMA2229237,COD,641004,COIMBATORE,z6,AHMEDABAD,GUJARAT,COIMBATORE,"TAMIL NADU",380018,0.5,-29.66,0,0,-2.67,-2.67,-35,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150829301,Rto,"CLOUD WELLNESS PRIVATE LIMITED",22292638,#DERMA2254672,COD,712311,KOLKATA,z6,AHMEDABAD,GUJARAT,KOLKATA,"WEST BENGAL",380018,1,-118.64,0,0,-10.68,-10.68,-140,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150852827,Lost,"CLOUD WELLNESS PRIVATE LIMITED",22481165,#DERMA2322077,COD,533005,Kakinada,z6,AHMEDABAD,GUJARAT,Kakinada,"ANDHRA PRADESH",380018,0.5,-22.03,13.56,0,-0.76,-0.76,-9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150864493,Lost,"CLOUD WELLNESS PRIVATE LIMITED",22579243,#DERMA2340997,COD,577201,SHIVAMOGGA,z6,AHMEDABAD,GUJARAT,SHIVAMOGGA,KARNATAKA,380018,0.5,-22.03,13.56,0,-0.76,-0.76,-9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150890234,Lost,"CLOUD WELLNESS PRIVATE LIMITED",22783231,#DERMA2382339,PREPAID,122003,GURGAON,z6,AHMEDABAD,GUJARAT,GURGAON,HARYANA,380018,1,-51.69,0,0,-4.65,-4.65,-60.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150895113,Lost,"CLOUD WELLNESS PRIVATE LIMITED",22823048,#DERMA2400365,COD,442701,RAJURA,z3,AHMEDABAD,GUJARAT,RAJURA,MAHARASHTRA,380018,0.5,-14.41,13.56,0,-0.08,-0.08,-1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150895315,Lost,"CLOUD WELLNESS PRIVATE LIMITED",22823767,#DERMA2406468,COD,421301,MUMBAI,z3,AHMEDABAD,GUJARAT,MUMBAI,MAHARASHTRA,380018,0.5,-14.41,13.56,0,-0.08,-0.08,-1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150897337,Lost,"CLOUD WELLNESS PRIVATE LIMITED",22845270,#DERMA2399357,COD,533001,Kakinada,z6,AHMEDABAD,GUJARAT,Kakinada,"ANDHRA PRADESH",380018,0.5,-22.03,13.56,0,-0.76,-0.76,-9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150897848,Lost,"CLOUD WELLNESS PRIVATE LIMITED",22848103,#DERMA2412831,COD,400072,MUMBAI,z3,AHMEDABAD,GUJARAT,MUMBAI,MAHARASHTRA,380018,0.5,-14.41,13.56,0,-0.08,-0.08,-1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345150899859,Lost,"CLOUD WELLNESS PRIVATE LIMITED",22868937,#DERMA2409393,COD,711303,HOWRAH,z6,AHMEDABAD,GUJARAT,HOWRAH,"WEST BENGAL",380018,0.5,-22.03,13.56,0,-0.76,-0.76,-9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160016206,Lost,"CLOUD WELLNESS PRIVATE LIMITED",23010105,#DERMA2430496,PREPAID,146001,Hoshiarpur,z6,AHMEDABAD,GUJARAT,Hoshiarpur,PUNJAB,380018,0.5,-22.03,0,0,-1.98,-1.98,-25.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160019395,Lost,"CLOUD WELLNESS PRIVATE LIMITED",23033928,#DERMA2442178,COD,262902,Khiri,z6,AHMEDABAD,GUJARAT,Khiri,"UTTAR PRADESH",380018,0.5,-22.03,13.56,0,-0.76,-0.76,-9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160019455,Lost,"CLOUD WELLNESS PRIVATE LIMITED",23034126,#DERMA2442606,COD,394210,SURAT,z2,AHMEDABAD,GUJARAT,SURAT,GUJARAT,380018,0.5,-14.41,13.56,0,-0.08,-0.08,-1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160022577,Lost,"CLOUD WELLNESS PRIVATE LIMITED",23058688,#DERMA2443700,COD,487551,GADARWARA,z6,AHMEDABAD,GUJARAT,GADARWARA,"MADHYA PRADESH",380018,0.5,-22.03,13.56,0,-0.76,-0.76,-9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160031604,Lost,"CLOUD WELLNESS PRIVATE LIMITED",23137600,#DERMA2469046,COD,490001,Bhilai,z6,AHMEDABAD,GUJARAT,Bhilai,CHHATTISGARH,380018,0.5,-22.03,13.56,0,-0.76,-0.76,-9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160040439,Lost,"CLOUD WELLNESS PRIVATE LIMITED",23228977,#DERMA2490133,COD,734007,SILIGURI,z6,AHMEDABAD,GUJARAT,SILIGURI,"WEST BENGAL",380018,0.5,-22.03,13.56,0,-0.76,-0.76,-9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160046588,Lost,"CLOUD WELLNESS PRIVATE LIMITED",23298843,#DERMA2504597,COD,621112,Trichy,z6,AHMEDABAD,GUJARAT,Trichy,"TAMIL NADU",380018,0.5,-22.03,13.56,0,-0.76,-0.76,-9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160059821,Lost,"CLOUD WELLNESS PRIVATE LIMITED",23424216,#DERMA2516029,COD,600001,CHENNAI,z6,AHMEDABAD,GUJARAT,CHENNAI,"TAMIL NADU",380018,1,0,0,0,0,0,0,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160064515,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23466950,#DERMA2541079,COD,440023,NAGPUR,z3,AHMEDABAD,GUJARAT,NAGPUR,MAHARASHTRA,380018,0.5,14.41,-13.56,0,0.08,0.08,1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160066462,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23485064,#DERMA2545097,COD,793161,Jowai,z5,AHMEDABAD,GUJARAT,Jowai,MEGHALAYA,380018,0.5,26.27,-13.56,0,1.14,1.14,14.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160067143,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23491994,#DERMA2567269,COD,400059,MUMBAI,z3,AHMEDABAD,GUJARAT,MUMBAI,MAHARASHTRA,380018,0.5,14.41,-13.56,0,0.08,0.08,1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160069855,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23512319,#DERMA2530391,COD,431001,AURANGABAD,z3,AHMEDABAD,GUJARAT,AURANGABAD,MAHARASHTRA,380018,0.5,14.41,-14.67,0,-0.02,-0.02,-0.3,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160070679,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23521566,#DERMA2542577,COD,440023,NAGPUR,z3,AHMEDABAD,GUJARAT,NAGPUR,MAHARASHTRA,380018,0.5,14.41,-13.56,0,0.08,0.08,1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160072043,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23527526,#DERMA2560994,COD,823001,Gaya,z6,AHMEDABAD,GUJARAT,Gaya,BIHAR,380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160072873,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23532221,#DERMA2577686,COD,700157,KOLKATA,z6,AHMEDABAD,GUJARAT,KOLKATA,"WEST BENGAL",380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160072943,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23532454,#DERMA2574697,COD,444606,BADNERA,z3,AHMEDABAD,GUJARAT,BADNERA,MAHARASHTRA,380018,0.5,14.41,-13.56,0,0.08,0.08,1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160072962,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23532478,#DERMA2573457,COD,734003,SILIGURI,z6,AHMEDABAD,GUJARAT,SILIGURI,"WEST BENGAL",380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160073067,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23532649,#DERMA2574555,COD,492001,RAIPUR,z6,AHMEDABAD,GUJARAT,RAIPUR,CHHATTISGARH,380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160073167,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23532807,#DERMA2557818,COD,570011,MYSORE,z6,AHMEDABAD,GUJARAT,MYSORE,KARNATAKA,380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160073261,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23532911,#DERMA2582472,COD,400059,MUMBAI,z3,AHMEDABAD,GUJARAT,MUMBAI,MAHARASHTRA,380018,0.5,14.41,-13.56,0,0.08,0.08,1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160074281,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23544329,#DERMA2556878,COD,570001,MYSORE,z6,AHMEDABAD,GUJARAT,MYSORE,KARNATAKA,380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160075037,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23549490,#DERMA2574209,PREPAID,625001,MADURAI,z6,AHMEDABAD,GUJARAT,MADURAI,"TAMIL NADU",380018,0.5,22.03,0,0,1.98,1.98,25.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160075553,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23551654,#DERMA2586464,PREPAID,151001,Bhatinda,z6,AHMEDABAD,GUJARAT,Bhatinda,PUNJAB,380018,0.5,22.03,0,0,1.98,1.98,25.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160075561,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23551680,#DERMA2579983,COD,620011,TRICHY,z6,AHMEDABAD,GUJARAT,TRICHY,"TAMIL NADU",380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160075609,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23551762,#DERMA2579054,COD,233001,GHAZIPUR,z6,AHMEDABAD,GUJARAT,GHAZIPUR,"UTTAR PRADESH",380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160075891,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23552526,#DERMA2587775,COD,452015,INDORE,z6,AHMEDABAD,GUJARAT,INDORE,"MADHYA PRADESH",380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160076707,Lost,"CLOUD WELLNESS PRIVATE LIMITED",23555922,#DERMA2585072,COD,500023,HYDERABAD,z6,AHMEDABAD,GUJARAT,HYDERABAD,TELANGANA,380018,0.5,0,0,0,0,0,0,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160076712,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23556427,#DERMA2588384,COD,302019,JAIPUR,z6,AHMEDABAD,GUJARAT,JAIPUR,RAJASTHAN,380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160076806,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23556692,#DERMA2588346,COD,497001,AMBIKAPUR,z6,AHMEDABAD,GUJARAT,AMBIKAPUR,CHHATTISGARH,380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160076823,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23556719,#DERMA2578872,COD,440018,NAGPUR,z3,AHMEDABAD,GUJARAT,NAGPUR,MAHARASHTRA,380018,0.5,14.41,-13.56,0,0.08,0.08,1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160076824,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23556720,#DERMA2578988,COD,781035,GUWAHATI,z5,AHMEDABAD,GUJARAT,GUWAHATI,ASSAM,380018,0.5,26.27,-13.56,0,1.14,1.14,14.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160076883,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23556810,#DERMA2559336,COD,751007,BHUBANESWAR,z6,AHMEDABAD,GUJARAT,BHUBANESWAR,Odisha,380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160077065,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23557219,#DERMA2587732,COD,401305,VIRAR,z3,AHMEDABAD,GUJARAT,VIRAR,MAHARASHTRA,380018,0.5,14.41,-13.56,0,0.08,0.08,1.01,ecom
Forward,"Air Xpressbees 0.5 K.G",14345160077119,Rto,"CLOUD WELLNESS PRIVATE LIMITED",23557333,#DERMA2582183,COD,497001,AMBIKAPUR,z6,AHMEDABAD,GUJARAT,AMBIKAPUR,CHHATTISGARH,380018,0.5,22.03,-13.56,0,0.76,0.76,9.99,ecom
